orderID,order_date,order_status,order_city,order_state,order_country,order_zip,shipping_date,shipping_mode,delivery_status,late_delivery_risk,shipping_days_real,shipping_days_scheduled,benefit_per_order,sales_per_customer,order_profit_per_order,customerID
31312,2016-04-02 01:38:00,PENDING,Fort Worth,Texas,Estados Unidos,76106.0,2016-04-04 01:38:00,First Class,Late delivery,1,2,1,51.93000031,446.91999810000004,51.93000031,7664
31314,2016-04-02 02:20:00,PROCESSING,West Jordan,Utah,Estados Unidos,84084.0,2016-04-07 02:20:00,Standard Class,Late delivery,1,5,4,107.50000191000001,944.320015,107.50000191000001,12248
31315,2016-04-02 02:41:00,PROCESSING,San Francisco,California,Estados Unidos,94109.0,2016-04-04 02:41:00,First Class,Late delivery,1,2,1,-166.3499985,264.97999949,-166.3499985,3325
31316,2016-04-02 03:02:00,COMPLETE,San Francisco,California,Estados Unidos,94109.0,2016-04-04 03:02:00,First Class,Late delivery,1,2,1,35.199999809999994,530.4300079,35.199999809999994,7359
31318,2016-04-02 03:44:00,PROCESSING,Fremont,Nebraska,Estados Unidos,68025.0,2016-04-04 03:44:00,First Class,Late delivery,1,2,1,157.22999763,814.1299896,157.22999763,94
31319,2016-04-02 04:05:00,COMPLETE,Fremont,Nebraska,Estados Unidos,68025.0,2016-04-07 04:05:00,Second Class,Late delivery,1,5,2,147.59000015,383.980011,147.59000015,4280
31320,2016-04-02 04:26:00,CLOSED,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-08 04:26:00,Second Class,Late delivery,1,6,2,-151.34000579,872.95002752,-151.34000579,3193
31321,2016-04-02 04:47:00,ON_HOLD,Orem,Utah,Estados Unidos,84057.0,2016-04-04 04:47:00,Standard Class,Advance shipping,0,2,4,266.650001999,800.88002399,266.650001999,12293
31322,2016-04-02 05:08:00,CLOSED,Los Angeles,California,Estados Unidos,90049.0,2016-04-05 05:08:00,Standard Class,Advance shipping,0,3,4,72.439999099,380.97000886,72.439999099,2850
31323,2016-04-02 05:29:00,PENDING_PAYMENT,Los Angeles,California,Estados Unidos,90049.0,2016-04-06 05:29:00,Standard Class,Shipping on time,0,4,4,191.58000184,541.4699936,191.58000184,8692
31324,2016-04-02 05:50:00,PROCESSING,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-07 05:50:00,Standard Class,Late delivery,1,5,4,55.980001446,704.659996,55.980001446,3629
31325,2016-04-02 06:11:00,PENDING,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-08 06:11:00,Standard Class,Late delivery,1,6,4,179.10000609000002,950.7800141,179.10000609000002,9991
31326,2016-04-02 06:32:00,CLOSED,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-04 06:32:00,Standard Class,Advance shipping,0,2,4,33.25999832,438.9100036,33.25999832,11943
31327,2016-04-02 06:53:00,PROCESSING,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-05 06:53:00,Standard Class,Advance shipping,0,3,4,13.09000015,174.5700073,13.09000015,9348
31328,2016-04-02 07:14:00,PROCESSING,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-06 07:14:00,Standard Class,Shipping on time,0,4,4,79.68000031,331.980011,79.68000031,699
31329,2016-04-02 07:35:00,PROCESSING,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-07 07:35:00,Standard Class,Late delivery,1,5,4,53.20000076,189.9900055,53.20000076,7878
31330,2016-04-02 07:56:00,PENDING_PAYMENT,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-08 07:56:00,Standard Class,Late delivery,1,6,4,16.54000092,47.25,16.54000092,11323
31331,2016-04-02 08:17:00,COMPLETE,Houston,Texas,Estados Unidos,77095.0,2016-04-04 08:17:00,First Class,Late delivery,1,2,1,106.250001905,735.58998874,106.250001905,6345
31332,2016-04-02 08:38:00,PENDING,Richardson,Texas,Estados Unidos,75080.0,2016-04-05 08:38:00,Standard Class,Advance shipping,0,3,4,177.62000271,375.97000886,177.62000271,6675
31333,2016-04-02 08:59:00,PROCESSING,Richardson,Texas,Estados Unidos,75080.0,2016-04-06 08:59:00,Standard Class,Shipping on time,0,4,4,-2.400000095,47.99000168,-2.400000095,754
31335,2016-04-02 09:41:00,COMPLETE,Houston,Texas,Estados Unidos,77041.0,2016-04-08 09:41:00,Standard Class,Late delivery,1,6,4,49.13999939,109.1900024,49.13999939,2281
31336,2016-04-02 10:02:00,SUSPECTED_FRAUD,Houston,Texas,Estados Unidos,77041.0,2016-04-04 10:02:00,Standard Class,Shipping canceled,0,2,4,100.78000068,867.7200088,100.78000068,9554
31337,2016-04-02 10:23:00,COMPLETE,Houston,Texas,Estados Unidos,77041.0,2016-04-05 10:23:00,Standard Class,Advance shipping,0,3,4,182.630001305,664.3500061,182.630001305,3721
31338,2016-04-02 10:44:00,PENDING_PAYMENT,Naperville,Illinois,Estados Unidos,60540.0,2016-04-06 10:44:00,Standard Class,Shipping on time,0,4,4,54.99000168,116.9899979,54.99000168,2692
31341,2016-04-02 11:47:00,PENDING_PAYMENT,Eagan,Minnesota,Estados Unidos,55122.0,2016-04-04 11:47:00,Standard Class,Advance shipping,0,2,4,16.79999924,48.0,16.79999924,8509
31342,2016-04-02 12:08:00,ON_HOLD,Eagan,Minnesota,Estados Unidos,55122.0,2016-04-05 12:08:00,Standard Class,Advance shipping,0,3,4,-238.23999404,1007.4500275,-238.23999404,10277
31343,2016-04-02 12:29:00,PENDING_PAYMENT,Westland,Michigan,Estados Unidos,48185.0,2016-04-06 12:29:00,Standard Class,Shipping on time,0,4,4,45.37000084,433.9500122,45.37000084,10194
31344,2016-04-02 12:50:00,PENDING,Dover,Delaware,Estados Unidos,19901.0,2016-04-07 12:50:00,Standard Class,Late delivery,1,5,4,-85.73999408,789.11000443,-85.73999408,2869
31345,2016-04-02 13:11:00,PROCESSING,Dover,Delaware,Estados Unidos,19901.0,2016-04-08 13:11:00,Standard Class,Late delivery,1,6,4,-232.52998545,753.960022,-232.52998545,3519
31346,2016-04-02 13:32:00,CLOSED,New Albany,Indiana,Estados Unidos,47150.0,2016-04-04 13:32:00,Standard Class,Advance shipping,0,2,4,62.239999295,222.57999992,62.239999295,8677
31347,2016-04-02 13:54:00,PENDING_PAYMENT,New Albany,Indiana,Estados Unidos,47150.0,2016-04-05 13:54:00,Standard Class,Advance shipping,0,3,4,38.45000076,122.8399963,38.45000076,12231
31349,2016-04-02 14:36:00,PROCESSING,New Albany,Indiana,Estados Unidos,47150.0,2016-04-07 14:36:00,Standard Class,Late delivery,1,5,4,127.20999908,376.36000060000003,127.20999908,400
31350,2016-04-02 14:57:00,SUSPECTED_FRAUD,New York City,Nueva York,Estados Unidos,10024.0,2016-04-08 14:57:00,Standard Class,Shipping canceled,0,6,4,73.94000244,254.9600067,73.94000244,6542
31351,2016-04-02 15:18:00,CLOSED,New York City,Nueva York,Estados Unidos,10024.0,2016-04-04 15:18:00,Standard Class,Advance shipping,0,2,4,-242.94998543000003,878.2000122,-242.94998543000003,867
31352,2016-04-02 15:39:00,COMPLETE,Troy,Nueva York,Estados Unidos,12180.0,2016-04-05 15:39:00,Standard Class,Advance shipping,0,3,4,76.109997988,521.6500015,76.109997988,10833
31353,2016-04-02 16:00:00,COMPLETE,Troy,Nueva York,Estados Unidos,12180.0,2016-04-06 16:00:00,Standard Class,Shipping on time,0,4,4,48.49000168,193.9499969,48.49000168,2332
31354,2016-04-02 16:21:00,CLOSED,Troy,Nueva York,Estados Unidos,12180.0,2016-04-07 16:21:00,Standard Class,Late delivery,1,5,4,202.0399971,603.66000365,202.0399971,12176
31355,2016-04-02 16:42:00,PROCESSING,Troy,Nueva York,Estados Unidos,12180.0,2016-04-04 16:42:00,First Class,Late delivery,1,2,1,16.67000103,209.33999638,16.67000103,8577
31357,2016-04-02 17:24:00,PENDING,Troy,Nueva York,Estados Unidos,12180.0,2016-04-04 17:24:00,First Class,Late delivery,1,2,1,54.649993890000005,426.4900055,54.649993890000005,4362
31358,2016-04-02 17:45:00,PROCESSING,Troy,Nueva York,Estados Unidos,12180.0,2016-04-04 17:45:00,First Class,Late delivery,1,2,1,-193.03000429000002,292.12999344,-193.03000429000002,11857
31359,2016-04-02 18:06:00,COMPLETE,Los Angeles,California,Estados Unidos,90004.0,2016-04-07 18:06:00,Second Class,Late delivery,1,5,2,148.82999802,708.47000886,148.82999802,8870
31362,2016-04-02 19:09:00,COMPLETE,Los Angeles,California,Estados Unidos,90004.0,2016-04-05 19:09:00,Second Class,Late delivery,1,3,2,206.149994821,592.9700089,206.149994821,9130
31364,2016-04-02 19:51:00,SUSPECTED_FRAUD,Gilbert,Arizona,Estados Unidos,85234.0,2016-04-07 19:51:00,Standard Class,Shipping canceled,0,5,4,482.87001036,1386.8300018,482.87001036,1636
31365,2016-04-02 20:12:00,PROCESSING,Gilbert,Arizona,Estados Unidos,85234.0,2016-04-08 20:12:00,Standard Class,Late delivery,1,6,4,-51.45999141,602.17000204,-51.45999141,5714
31366,2016-04-02 20:33:00,COMPLETE,Springfield,Virginia,Estados Unidos,22153.0,2016-04-04 20:33:00,Standard Class,Advance shipping,0,2,4,11.81000042,94.45999908,11.81000042,1175
31367,2016-04-02 20:54:00,COMPLETE,New York City,Nueva York,Estados Unidos,10009.0,2016-04-05 20:54:00,Standard Class,Advance shipping,0,3,4,288.11000062,842.4000091,288.11000062,6371
31368,2016-04-02 21:15:00,COMPLETE,Jackson,Michigan,Estados Unidos,49201.0,2016-04-06 21:15:00,Standard Class,Shipping on time,0,4,4,-219.72000505,342.51999656,-219.72000505,4575
31369,2016-04-02 21:36:00,COMPLETE,Memphis,Tennessee,Estados Unidos,38109.0,2016-04-07 21:36:00,Standard Class,Late delivery,1,5,4,-580.58001524,1193.0800324,-580.58001524,10832
31370,2016-04-02 21:57:00,CLOSED,Memphis,Tennessee,Estados Unidos,38109.0,2016-04-08 21:57:00,Standard Class,Late delivery,1,6,4,161.87000275999998,658.1299897,161.87000275999998,1841
31371,2016-04-02 22:18:00,PENDING_PAYMENT,Memphis,Tennessee,Estados Unidos,38109.0,2016-04-04 22:18:00,Standard Class,Advance shipping,0,2,4,71.760001664,250.9900055,71.760001664,5595
31372,2016-04-02 22:39:00,CLOSED,Houston,Texas,Estados Unidos,77041.0,2016-04-05 22:39:00,Standard Class,Advance shipping,0,3,4,41.499999525,508.5400085,41.499999525,10849
31373,2016-04-02 23:00:00,ON_HOLD,Houston,Texas,Estados Unidos,77041.0,2016-04-06 23:00:00,Standard Class,Shipping on time,0,4,4,56.77999878,167.9900055,56.77999878,2619
31374,2016-04-02 23:21:00,COMPLETE,Houston,Texas,Estados Unidos,77041.0,2016-04-07 23:21:00,Standard Class,Late delivery,1,5,4,30.87999916,118.7799988,30.87999916,4175
31375,2016-04-02 23:42:00,COMPLETE,Houston,Texas,Estados Unidos,77070.0,2016-04-08 23:42:00,Second Class,Late delivery,1,6,2,460.92001726,1151.9000092,460.92001726,3799
31376,2016-04-03 00:03:00,COMPLETE,Decatur,Alabama,Estados Unidos,35601.0,2016-04-05 00:03:00,Second Class,Shipping on time,0,2,2,127.8899994,1087.9400329999999,127.8899994,1912
31378,2016-04-03 00:45:00,CANCELED,San Francisco,California,Estados Unidos,94122.0,2016-04-07 00:45:00,Standard Class,Shipping canceled,0,4,4,279.02000904,724.7200107799999,279.02000904,7063
31379,2016-04-03 01:06:00,COMPLETE,San Francisco,California,Estados Unidos,94122.0,2016-04-08 01:06:00,Standard Class,Late delivery,1,5,4,98.70000052,694.2000083600001,98.70000052,5368
31380,2016-04-03 01:27:00,PENDING_PAYMENT,Durham,Carolina del Norte,Estados Unidos,27707.0,2016-04-09 01:27:00,Standard Class,Late delivery,1,6,4,183.15000535,513.4199829,183.15000535,10869
31381,2016-04-03 01:48:00,PENDING,Chicago,Illinois,Estados Unidos,60623.0,2016-04-05 01:48:00,Standard Class,Advance shipping,0,2,4,206.37999724,527.9499969,206.37999724,1572
31382,2016-04-03 02:09:00,PENDING_PAYMENT,Columbia,Carolina del Sur,Estados Unidos,29203.0,2016-04-06 02:09:00,Second Class,Late delivery,1,3,2,80.290002826,606.1900024199999,80.290002826,1660
31384,2016-04-03 02:51:00,COMPLETE,Rochester,Minnesota,Estados Unidos,55901.0,2016-04-08 02:51:00,Second Class,Late delivery,1,5,2,151.29999733,543.8700103900001,151.29999733,373
31386,2016-04-03 03:33:00,COMPLETE,Los Angeles,California,Estados Unidos,90036.0,2016-04-05 03:33:00,Second Class,Shipping on time,0,2,2,18.0,119.9800034,18.0,9590
31387,2016-04-03 03:54:00,PENDING,Los Angeles,California,Estados Unidos,90036.0,2016-04-06 03:54:00,Standard Class,Advance shipping,0,3,4,165.36000062,547.9199981,165.36000062,11862
31388,2016-04-03 04:15:00,COMPLETE,Los Angeles,California,Estados Unidos,90036.0,2016-04-05 04:15:00,First Class,Late delivery,1,2,1,207.94999886,542.2799987999999,207.94999886,3194
31389,2016-04-03 04:36:00,PENDING_PAYMENT,Minneapolis,Minnesota,Estados Unidos,55407.0,2016-04-05 04:36:00,First Class,Late delivery,1,2,1,36.12000084,361.1699981,36.12000084,6096
31390,2016-04-03 04:57:00,ON_HOLD,Minneapolis,Minnesota,Estados Unidos,55407.0,2016-04-05 04:57:00,First Class,Late delivery,1,2,1,41.58000183,94.48999786,41.58000183,897
31391,2016-04-03 05:18:00,ON_HOLD,Minneapolis,Minnesota,Estados Unidos,55407.0,2016-04-05 05:18:00,First Class,Late delivery,1,2,1,318.26000595,1049.4100113,318.26000595,3868
31392,2016-04-03 05:39:00,PROCESSING,Portland,Oreg�n,Estados Unidos,97206.0,2016-04-06 05:39:00,Standard Class,Advance shipping,0,3,4,30.60000038,179.9900055,30.60000038,1999
31393,2016-04-03 06:00:00,PROCESSING,New York City,Nueva York,Estados Unidos,10009.0,2016-04-07 06:00:00,Standard Class,Shipping on time,0,4,4,54.60000038,355.97000886,54.60000038,7529
31394,2016-04-03 06:21:00,PENDING_PAYMENT,San Francisco,California,Estados Unidos,94122.0,2016-04-08 06:21:00,Standard Class,Late delivery,1,5,4,239.00000763,497.9100037,239.00000763,7734
31395,2016-04-03 06:43:00,CLOSED,Saint Paul,Minnesota,Estados Unidos,55106.0,2016-04-09 06:43:00,Standard Class,Late delivery,1,6,4,-24.020000450000005,293.07999416,-24.020000450000005,11551
31396,2016-04-03 07:04:00,COMPLETE,Chicago,Illinois,Estados Unidos,60610.0,2016-04-05 07:04:00,Standard Class,Advance shipping,0,2,4,152.56999969,453.33000946,152.56999969,8219
31397,2016-04-03 07:25:00,PROCESSING,Chicago,Illinois,Estados Unidos,60610.0,2016-04-06 07:25:00,Standard Class,Advance shipping,0,3,4,-18.29000092,141.75,-18.29000092,5972
31398,2016-04-03 07:46:00,PROCESSING,Chicago,Illinois,Estados Unidos,60610.0,2016-04-07 07:46:00,Standard Class,Shipping on time,0,4,4,295.869991094,753.70999525,295.869991094,9126
31399,2016-04-03 08:07:00,PENDING_PAYMENT,Rochester,Minnesota,Estados Unidos,55901.0,2016-04-08 08:07:00,Standard Class,Late delivery,1,5,4,-27.84000015,116.9899979,-27.84000015,2940
31400,2016-04-03 08:28:00,COMPLETE,Aurora,Colorado,Estados Unidos,80013.0,2016-04-09 08:28:00,Standard Class,Late delivery,1,6,4,389.18000609,1011.13002016,389.18000609,3266
31401,2016-04-03 08:49:00,PROCESSING,Aurora,Colorado,Estados Unidos,80013.0,2016-04-05 08:49:00,Standard Class,Advance shipping,0,2,4,123.22000123,407.9500122,123.22000123,4274
31402,2016-04-03 09:10:00,PENDING_PAYMENT,Aurora,Colorado,Estados Unidos,80013.0,2016-04-06 09:10:00,Standard Class,Advance shipping,0,3,4,36.40999985,341.1900024,36.40999985,3151
31403,2016-04-03 09:31:00,PENDING,Charlotte,Carolina del Norte,Estados Unidos,28205.0,2016-04-05 09:31:00,First Class,Late delivery,1,2,1,-27.52999039800001,796.91000555,-27.52999039800001,9417
31404,2016-04-03 09:52:00,ON_HOLD,Charlotte,Carolina del Norte,Estados Unidos,28205.0,2016-04-05 09:52:00,First Class,Late delivery,1,2,1,138.62999725,995.9799958000001,138.62999725,10990
31405,2016-04-03 10:13:00,CLOSED,Charlotte,Carolina del Norte,Estados Unidos,28205.0,2016-04-05 10:13:00,First Class,Late delivery,1,2,1,119.44000054,469.3600082,119.44000054,4628
31406,2016-04-03 10:34:00,PENDING_PAYMENT,Orland Park,Illinois,Estados Unidos,60462.0,2016-04-05 10:34:00,First Class,Late delivery,1,2,1,-11.329997065999997,351.86000824999996,-11.329997065999997,10359
31407,2016-04-03 10:55:00,PENDING_PAYMENT,New York City,Nueva York,Estados Unidos,10035.0,2016-04-05 10:55:00,First Class,Late delivery,1,2,1,4.789999962,50.99000168,4.789999962,10995
31408,2016-04-03 11:16:00,CLOSED,Urbandale,Iowa,Estados Unidos,50322.0,2016-04-07 11:16:00,Standard Class,Shipping on time,0,4,4,-489.610002975,642.10000223,-489.610002975,3184
31409,2016-04-03 11:37:00,PROCESSING,Urbandale,Iowa,Estados Unidos,50322.0,2016-04-08 11:37:00,Standard Class,Late delivery,1,5,4,67.0699997,265.3399963,67.0699997,3360
31410,2016-04-03 11:58:00,PROCESSING,Columbus,Ohio,Estados Unidos,43229.0,2016-04-09 11:58:00,Standard Class,Late delivery,1,6,4,356.93001173,954.38002782,356.93001173,2233
31411,2016-04-03 12:19:00,COMPLETE,Columbus,Ohio,Estados Unidos,43229.0,2016-04-05 12:19:00,First Class,Late delivery,1,2,1,76.51999858,899.91001126,76.51999858,4663
31412,2016-04-03 12:40:00,PROCESSING,Columbus,Ohio,Estados Unidos,43229.0,2016-04-05 12:40:00,First Class,Late delivery,1,2,1,-94.51000786,678.94002154,-94.51000786,3271
31414,2016-04-03 13:22:00,PENDING_PAYMENT,Seattle,Washington,Estados Unidos,98103.0,2016-04-05 13:22:00,First Class,Late delivery,1,2,1,34.20000076,95.01000214,34.20000076,6883
31415,2016-04-03 13:43:00,PENDING_PAYMENT,Bristol,Tennessee,Estados Unidos,37620.0,2016-04-09 13:43:00,Second Class,Late delivery,1,6,2,60.74000169,225.29000092,60.74000169,1472
31416,2016-04-03 14:04:00,COMPLETE,Wilmington,Delaware,Estados Unidos,19805.0,2016-04-05 14:04:00,First Class,Late delivery,1,2,1,46.35000615,408.2700119,46.35000615,171
31417,2016-04-03 14:25:00,PENDING_PAYMENT,Wilmington,Delaware,Estados Unidos,19805.0,2016-04-05 14:25:00,First Class,Late delivery,1,2,1,143.200001728,1094.5200272,143.200001728,636
31418,2016-04-03 14:46:00,PENDING_PAYMENT,Wilmington,Delaware,Estados Unidos,19805.0,2016-04-07 14:46:00,Standard Class,Shipping on time,0,4,4,156.80999756,414.0700073,156.80999756,11351
31419,2016-04-03 15:07:00,ON_HOLD,Wilmington,Delaware,Estados Unidos,19805.0,2016-04-08 15:07:00,Standard Class,Late delivery,1,5,4,-98.13000681099999,593.9300079,-98.13000681099999,373
31420,2016-04-03 15:28:00,COMPLETE,Wilmington,Delaware,Estados Unidos,19805.0,2016-04-09 15:28:00,Standard Class,Late delivery,1,6,4,41.34999847,195.9900055,41.34999847,8677
31422,2016-04-03 16:10:00,COMPLETE,Bloomington,Illinois,Estados Unidos,61701.0,2016-04-06 16:10:00,Standard Class,Advance shipping,0,3,4,85.089999202,618.94001008,85.089999202,5465
31423,2016-04-03 16:31:00,PENDING_PAYMENT,Phoenix,Arizona,Estados Unidos,85023.0,2016-04-07 16:31:00,Standard Class,Shipping on time,0,4,4,76.74000168,237.7700043,76.74000168,8523
31424,2016-04-03 16:52:00,COMPLETE,Phoenix,Arizona,Estados Unidos,85023.0,2016-04-08 16:52:00,Standard Class,Late delivery,1,5,4,95.999997136,459.36000060000003,95.999997136,5337
31425,2016-04-03 17:13:00,PROCESSING,Los Angeles,California,Estados Unidos,90004.0,2016-04-09 17:13:00,Standard Class,Late delivery,1,6,4,-10.53999996,45.22999954,-10.53999996,5400
31427,2016-04-03 17:55:00,COMPLETE,Columbus,Ohio,Estados Unidos,43229.0,2016-04-06 17:55:00,Standard Class,Advance shipping,0,3,4,272.90000346,700.85000037,272.90000346,2137
31432,2016-04-03 19:40:00,PROCESSING,Roseville,California,Estados Unidos,95661.0,2016-04-04 07:40:00,Same Day,Late delivery,1,1,0,59.20000076,128.6900024,59.20000076,2436
31433,2016-04-03 20:01:00,SUSPECTED_FRAUD,Roseville,California,Estados Unidos,95661.0,2016-04-05 20:01:00,First Class,Shipping canceled,0,2,1,-3.269994257000002,789.3399964,-3.269994257000002,11484
31434,2016-04-03 20:22:00,CLOSED,Roseville,California,Estados Unidos,95661.0,2016-04-05 20:22:00,First Class,Late delivery,1,2,1,-31.050003009999998,566.9299927,-31.050003009999998,2278
31436,2016-04-03 21:04:00,PENDING_PAYMENT,Roseville,California,Estados Unidos,95661.0,2016-04-05 21:04:00,Second Class,Shipping on time,0,2,2,-36.77000045999999,790.9500275,-36.77000045999999,6669
31437,2016-04-03 21:25:00,PENDING,Philadelphia,Pensilvania,Estados Unidos,19140.0,2016-04-06 21:25:00,Standard Class,Advance shipping,0,3,4,23.45000076,207.5,23.45000076,3809
31438,2016-04-03 21:46:00,COMPLETE,San Francisco,California,Estados Unidos,94122.0,2016-04-07 21:46:00,Standard Class,Shipping on time,0,4,4,200.64000129000001,975.3700257,200.64000129000001,10426
31439,2016-04-03 22:07:00,PENDING_PAYMENT,San Francisco,California,Estados Unidos,94122.0,2016-04-08 22:07:00,Standard Class,Late delivery,1,5,4,39.98999977,465.9600067,39.98999977,9091
31441,2016-04-03 22:49:00,PENDING_PAYMENT,Independence,Misuri,Estados Unidos,64055.0,2016-04-05 22:49:00,Standard Class,Advance shipping,0,2,4,113.32999898,452.23999017999995,113.32999898,2959
31442,2016-04-03 23:10:00,ON_HOLD,Pasadena,California,Estados Unidos,91104.0,2016-04-06 23:10:00,Standard Class,Advance shipping,0,3,4,22.67000008,113.3700027,22.67000008,6933
31443,2016-04-03 23:31:00,PENDING_PAYMENT,Newark,Ohio,Estados Unidos,43055.0,2016-04-07 23:31:00,Standard Class,Shipping on time,0,4,4,224.15999985,550.54001234,224.15999985,2989
31444,2016-04-03 23:53:00,COMPLETE,Franklin,Wisconsin,Estados Unidos,53132.0,2016-04-08 23:53:00,Standard Class,Late delivery,1,5,4,77.929997931,912.95002368,77.929997931,11537
31446,2016-04-04 00:35:00,COMPLETE,Franklin,Wisconsin,Estados Unidos,53132.0,2016-04-06 00:35:00,Standard Class,Advance shipping,0,2,4,3.0,19.98999977,3.0,5276
31447,2016-04-04 00:56:00,PENDING_PAYMENT,Franklin,Wisconsin,Estados Unidos,53132.0,2016-04-07 00:56:00,Standard Class,Advance shipping,0,3,4,-368.249993372,812.62999726,-368.249993372,9837
31449,2016-04-04 01:38:00,PENDING,Scottsdale,Arizona,Estados Unidos,85254.0,2016-04-09 01:38:00,Standard Class,Late delivery,1,5,4,69.73999786,224.9799957,69.73999786,2712
31451,2016-04-04 02:20:00,ON_HOLD,San Jose,California,Estados Unidos,95123.0,2016-04-06 02:20:00,Second Class,Shipping on time,0,2,2,8.650000096,199.94999698,8.650000096,10343
31452,2016-04-04 02:41:00,PROCESSING,San Jose,California,Estados Unidos,95123.0,2016-04-07 02:41:00,Second Class,Late delivery,1,3,2,34.62000084,268.9900055,34.62000084,499
31453,2016-04-04 03:02:00,PROCESSING,Seattle,Washington,Estados Unidos,98105.0,2016-04-08 03:02:00,Standard Class,Shipping on time,0,4,4,2.679998399999999,214.4799957,2.679998399999999,7962
31454,2016-04-04 03:23:00,PROCESSING,Seattle,Washington,Estados Unidos,98115.0,2016-04-09 03:23:00,Standard Class,Late delivery,1,5,4,12.039999962,269.18000789999996,12.039999962,8180
31455,2016-04-04 03:44:00,PENDING_PAYMENT,Edmond,Oklahoma,Estados Unidos,73034.0,2016-04-10 03:44:00,Standard Class,Late delivery,1,6,4,186.66999626,608.95001604,186.66999626,8478
31456,2016-04-04 04:05:00,PENDING_PAYMENT,Edmond,Oklahoma,Estados Unidos,73034.0,2016-04-06 04:05:00,Standard Class,Advance shipping,0,2,4,138.5899963,395.980011,138.5899963,7320
31457,2016-04-04 04:26:00,SUSPECTED_FRAUD,Los Angeles,California,Estados Unidos,90045.0,2016-04-06 04:26:00,First Class,Shipping canceled,0,2,1,124.7900009,479.9500122,124.7900009,6882
31458,2016-04-04 04:47:00,CLOSED,Philadelphia,Pensilvania,Estados Unidos,19134.0,2016-04-06 04:47:00,First Class,Late delivery,1,2,1,157.079999923,749.81001665,157.079999923,145
31459,2016-04-04 05:08:00,PROCESSING,Carlsbad,Nuevo M�xico,Estados Unidos,88220.0,2016-04-06 05:08:00,First Class,Late delivery,1,2,1,303.22000122000003,707.9599914,303.22000122000003,4622
31460,2016-04-04 05:29:00,PENDING,Seattle,Washington,Estados Unidos,98115.0,2016-04-06 05:29:00,First Class,Late delivery,1,2,1,47.80000686,639.25001532,47.80000686,5183
